Tag,Datum,Start,Ende,Min,Soll,Rezeptur,Produkt,System,Year,FilePath
Mo,05.06.,11:55,15:31,14,18,A-20,100G Halbbitter,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
Mo,12.06.,22:00,01:30,11,12.16,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,12.06.,03:30,07:14,8,12.223222,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,12.06.,09:44,13:15,5,10.08,A-613,250G Knusper Nuss,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,12.06.,15:45,19:48,8,12.39,A-601,250G Nugat,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,19.06.,22:00,04:08,16,20.120012,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 25 Version 1.xlsx
Mo,26.06.,22:00,03:19,18,22.40224,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 26 Version 1.xlsx
Mo,26.06.,04:49,10:58,25,28.256,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 26 Version 1.xlsx
Mo,10.07.,22:00,03:17,16,22.318232,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 28 Version 2.xlsx
Mo,10.07.,04:47,10:53,20,28.05361,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 28 Version 2.xlsx
Mo,31.07.,22:00,16:51,50,58.20382,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 31 Version 1.xlsx
Mo,07.08.,22:00,06:33,32,36.025602,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Mo,07.08.,06:00,12:23,16,22.112,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Di,22.08.,18:00:00,21:30:00,5,10,A-602,250G Joghurt,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 34 Version 2.xlsx
Mi,23.08.,23:30:00,08:00:00,30,32,A-280,100G Olympia,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 34 Version 2.xlsx
Mi,23.08.,10:00:00,17:00:00,25,27,A-942,100G Chrunchy Creamy Winter,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 34 Version 2.xlsx
Mo,04.09.,22:00,09:00,34,36.053605,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,04.09.,22:00,08:57,42,46.120612,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,04.09.,11:30,15:13,8,11.341134,A-611,250G Weiss + Crisp,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,04.09.,16:58,21:41,10,14,A-601,250G Nugat,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,11.09.,22:00,15:51,50,55.115511,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 37 Version 1.xlsx
Mo,11.09.,22:00,10:40,48,58.123622,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 37 Version 1.xlsx
Mo,11.09.,11:25,16:52,15,25.010501,A-27,100G Joghurt,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 37 Version 1.xlsx
Mi,11.10.,14:36,20:10,?,15.233523,A-624,250G Cranberry Nuss,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 37 Version 1.xlsx
Mo,23.10.,22:00,18:05,82,92.194435,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Mo,06.11.,22:00,18:04,82,92.06641,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Mo,13.11.,22:00,07:11,28,30.1,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Mo,13.11.,22:00,10:23,48,52.183218,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Mo,13.11.,08:41,18:27,20,30.173017,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Mo,13.11.,11:53,21:58,36,46.281254,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Mo,20.11.,22:00,04:58,14,20.146,A-606,250G Goldschatz,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 47 Version 1.xlsx
Mo,20.11.,22:00,18:03,82,92,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 47 Version 1.xlsx
Mo,20.11.,06:28,22:00,22,26.5,A-633,218g Sweet N Salty Duo,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 47 Version 1.xlsx
Mo,27.11.,22:00,12:25,60,66.14122599999999,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mo,27.11.,06:00,15:51,32,36.036,A-285,100g Weisse Zitronenmousse,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mo,27.11.,22:00,12:25,60,66.14122599999999,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mo,27.11.,06:00,15:51,32,36.036,A-285,100g Weisse Zitronenmousse,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,28.11.,05:11,22:06:00,50,52.2,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,28.11.,00:42,09:48,34,38.371837,A-28,100G Pfefferminz,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mo,04.12.,22:00,06:36,26,28.156815,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,04.12.,22:00,21:05,100,105.909178,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,04.12.,22:00,06:36,26,28.156815,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,04.12.,22:00,21:05,100,105.909178,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,04.12.,22:00,06:36,26,28.156815,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,04.12.,22:00,21:05,100,105.909178,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,11.12.,22:00,04:12,14,17.92,A-606,250G Goldschatz,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,11.12.,05:42,20:07,24,28.322556,A-633,218g Sweet N Salty Duo,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,04.12.,22:00,06:36,26,28.156815,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,04.12.,22:00,21:05,100,105.909178,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,11.12.,22:00,04:12,14,17.92,A-606,250G Goldschatz,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,11.12.,05:42,20:07,24,28.322556,A-633,218g Sweet N Salty Duo,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 50 Version 2.xlsx
Mo,18.12.,22:00,13:54,55,58.156,A-285,100g Weisse Zitronenmousse,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 51 Version 1.xlsx
Mo,18.12.,22:00,10:22,50,56.747347,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 51 Version 1.xlsx
Mo,18.12.,15:54,22:03:00,18,20.2,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 51 Version 1.xlsx
Mo,18.12.,11:07,19:56,30,40.2,A-27,100G Joghurt,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 51 Version 1.xlsx
Mo,28.08.,22:00,09:28,46,48,A-222,100G Haselnuss,M3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2+M3_KW 35 Version 1.xlsx
Di,18.07.,06:00,11:52,0,15.524258,A-292,100G Weiss + Crisp,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Di,18.07.,12:22,22:00,16.8,25.49426745833334,A-701,NK 100G Weisse Voll-Nuss(*),M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Mi,19.07.,07:16,16:57,0,27.68,A-208,100g Weiße Smarties,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Mi,19.07.,16:57,22:00,17.4,11.77642751298701,A-704,NK 100G Honig-Salz-Mandel(*),M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Do,20.07.,01:39,07:42:00,16.9,17.3,A-22,100G Trauben-Nuss,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Do,20.07.,07:42:00,15:08:00,49.5,18.4,A-206,100g Vollmilch Smarties,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Do,20.07.,15:38:00,21:36:00,17,17.3,A-12,100G Rum-Trauben-Nuss,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Di,18.07.,06:00,11:52,0,15.524258,A-292,100G Weiss + Crisp,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Di,18.07.,12:22,22:00,16.8,25.49426745833334,A-701,NK 100G Weisse Voll-Nuss(*),M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Mi,19.07.,07:16,16:57,0,27.68,A-208,100g Weiße Smarties,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Mi,19.07.,16:57,22:00,17.4,11.77642751298701,A-704,NK 100G Honig-Salz-Mandel(*),M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Do,20.07.,01:39,07:42:00,16.9,17.3,A-22,100G Trauben-Nuss,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Do,20.07.,07:42:00,15:08:00,49.5,18.4,A-206,100g Vollmilch Smarties,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Do,20.07.,15:38:00,21:36:00,17,17.3,A-12,100G Rum-Trauben-Nuss,M2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/M2M3/WP_M2_M3_KW 26_Version 2.xlsx
Fr,01.03.,11:01,15:53, (35),13.92,A-613,250G Knusper Nuss,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 03 Konzept.xlsx
Mo,15.01.,22:00,15:07,68,72.149214,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 03 Version 1.xlsx
Mo,15.01.,11:51,20:18,12,16.603,A-633,218g Sweet N Salty Duo,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 03 Version 1.xlsx
Mo,05.02.,22:00,06:21,20,24.164,A-606,250G Goldschatz,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,05.02.,22:00,09:35,44,48.796879,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,05.02.,07:51,17:48,16,19.532096,A-633,218g Sweet N Salty Duo,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,19.02.,22:00,08:36,40,44.678467,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,19.02.,10:06,21:10,28,38.439686,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,26.02.,22:00,12:25,40,50.05801,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 09 Version 1.xlsx
Di,27.02.,13:30,19:07,18,20.096,A-932,KK 100G Nicaragua 61%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 09 Version 1.xlsx
Mo,04.03.,22:00,09:00,44,46.330633,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 10 Version 1.xlsx
Mo,04.03.,05:27,13:39,12,16.11452,A-633,218g Sweet N Salty Duo,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 10 Version 1.xlsx
Mo,04.03.,10:30,17:59,20,26.0052,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 10 Version 1.xlsx
Mo,11.03.,22:00,16:09,52,56.019601,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 11 Version 1.xlsx
Mo,11.03.,22:00,13:53,50,55.147027,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 11 Version 1.xlsx
Mo,18.03.,22:00,10:35,42,46.08000000000001,A-285,100g Weisse Zitronenmousse,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 12 Version 1.xlsx
Mo,18.03.,22:00,08:26,42,44.0064,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 12 Version 1.xlsx
Mo,22.04.,22:00,09:44,32,33.95,A-606,250G Goldschatz,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 17 Version 1.xlsx
Mo,29.04.,22:00,08:02,40,42.312231,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,29.04.,10:23,19:24,28,33,A-18,100G Alpenmilch,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,29.04.,22:00,08:02,40,42.312231,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,29.04.,10:23,19:24,28,33,A-18,100G Alpenmilch,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,27.05.,22:00,07:14,28,32.05441,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 22 Verssion 1.xlsx
Mo,27.05.,08:03,20:18,38,40.136013,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 22 Verssion 1.xlsx
Mo,27.05.,07:59,13:25,23,25,A-27,100G Joghurt,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 22 Verssion 1.xlsx
Do,13.06.,00:58,11:12,35.2,41.4,A-100,100G Orange,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 22 Verssion 1.xlsx
Do,20.06.,00:49,07:37,38,26.245248,A-280,100G Olympia,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 22 Verssion 1.xlsx
Mo,24.06.,22:00,07:15,52,30.327032,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 22 Verssion 1.xlsx
Mo,24.06.,08:45,22:00,66,40.9258648783314,A-214,100G Knusperkeks(*),H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 22 Verssion 1.xlsx
Mo,03.06.,14:00,20:09,16,20.162016,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
Di,04.06.,06:00,10:57,14,16.24,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 23 Version 2.xlsx
Mo,10.06.,22:00,06:33,24,26.432,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,10.06.,08:48,12:06,8,10.08,A-601,250G Nugat,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,10.06.,13:36,21:14,20,22.092,A-603,250G Alpenmilch,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,17.06.,22:00,07:34,36,40.330033,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 25 Version 1.xlsx
Mo,08.07.,22:00,06:09,32,34.359436,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 28 Version 1.xlsx
Mo,08.07.,07:39,15:09,16,26.05321,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 28 Version 1.xlsx
Mo,08.07.,15:18,19:52,10,16.304,A-932,KK 100G Nicaragua 61%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 28 Version 1.xlsx
Mo,15.07.,22:00,12:18,40,44.146414,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 29 Version 1.xlsx
Mo,15.07.,22:00,07:52,24,34.262851,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 29 Version 1.xlsx
Mo,15.07.,13:48,20:33:00,16,22.2,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 29 Version 1.xlsx
Mo,29.07.,22:00,12:17,40,44.2,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 31 Version 1.xlsx
Mo,29.07.,14:17,17:48,7,10.1,A-606,250G Goldschatz,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 31 Version 1.xlsx
Mo,05.08.,22:00,03:47,16,18.943894,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Mo,05.08.,06:17,13:02,16,18.4,A-2110,100G Karamell-Mousse,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Mo,05.08.,14:32,21:49,22,26.032,A-938,KK 100G Ghana 81%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Mo,02.09.,22:00,06:10,22,25.230523,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,02.09.,22:00,12:25,46,50.050008,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
