Tag,Datum,Start,Ende,Min,Soll,Rezeptur,Produkt,System,Year,FilePath
Mo,02.09.,07:40,13:11,16,18.089809,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,02.09.,13:10,21:37,36,38.80388,A-27,100G Joghurt,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,23.09.,22:00,00:37,6,8.008,A-601,250G Nugat,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Mo,23.09.,22:00,15:18,54,60.044006,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Mo,23.09.,02:07,09:08,18,20.286,A-606,250G Goldschatz,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Mo,30.09.,22:00,15:23,50,60.348067,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Mo,30.09.,23:30:00,07:06:00,23,24.894489,A-220,100G Waffel,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Mo,30.09.,08:36:00,17:23,24,26.1,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Mi,02.10.,23:48,07:39,26,28.032,A-938,KK 100G Ghana 81%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 40 Version 2.xlsx
Mi,02.10.,07:38,19:37,45,55.04000000000001,A-18,100G Alpenmilch,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 40 Version 2.xlsx
Mi,02.10.,23:48,07:39,26,28.032,A-938,KK 100G Ghana 81%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 40 Version 2.xlsx
Mi,02.10.,07:38,19:37,45,55.04000000000001,A-18,100G Alpenmilch,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 40 Version 2.xlsx
Do,17.10.,22:00,03:46,?,21,A-2600,100G Edel-Bitter 70%,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 42 Konzept.xlsx
Mi,13.11.,15:33,19:26,?,13.910782,A-2600,100G Edel-Bitter 70%,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 42 Konzept.xlsx
Mo,21.10.,22:00,04:23,14,18.485,A-606,250G Goldschatz,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Mo,21.10.,22:00,11:50,40,48,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Mo,21.10.,12:35,19:50,30,33.29933,A-27,100G Joghurt,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Mo,28.10.,22:00,02:44,16,19.95,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Mo,28.10.,06:28,18:27,30,37.002,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Mo,28.10.,06:30,10:46,12,14.816,A-26,100G Nugat Versuch Martin Schnee,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Mo,04.11.,22:00,02:30,14,16.064,A-932,KK 100G Nicaragua 61%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Mo,04.11.,22:00,12:05,40,48.2,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Mo,04.11.,03:30,13:18,30,35,A-933,KK 100G Peru 74%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Mo,04.11.,12:50,16:09,10,15.281528,A-27,100G Joghurt,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Mo,04.11.,14:18,21:35,22,26,A-938,KK 100G Ghana 81%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Fr,15.11.,11:34,15:40,24,17.302,A-203,100G Winter Mandel Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Mo,11.11.,22:00,04:33,12,24,A-18,100G Alpenmilch,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Mo,11.11.,22:00,06:36,30,36.249625,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Do,12.12.,01:42,07:22,35,22.946294,A-100,100G Orange,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Mo,25.11.,22:00,09:29,38,42,A-285,100g Weisse Zitronenmousse,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 48 Version1.xlsx
Mo,25.11.,22:00,09:27,44,48.234823,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 48 Version1.xlsx
Mo,02.12.,22:00,03:38,18,20.128,A-938,KK 100G Ghana 81%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 49 Version 1.xlsx
Mo,02.12.,04:38,16:24,40,42,A-933,KK 100G Peru 74%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 49 Version 1.xlsx
Mo,02.12.,17:24,21:19,12,14,A-932,KK 100G Nicaragua 61%,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 49 Version 1.xlsx
Mo,29.01.,22:00,10:48,36,46.858,A-285,100g Weisse Zitronenmousse,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 5 Version 1.xlsx
Mo,29.01.,22:00,15:20,50,60.172032,A-26,100G Nugat,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 5 Version 1.xlsx
Mo,09.12.,22:00,13:48,50,57.82,A-285,100g Weisse Zitronenmousse,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 50 Version 1.xlsx
Mo,09.12.,22:00,09:25,46,48.136813,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 50 Version 1.xlsx
Mo,16.12.,22:00,04:29,16,20.022002,A-214,100G Knusperkeks,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 51 Version 1.xlsx
Mo,16.12.,22:00,04:39,22,28.016801,A-294,100G Kakao-Mousse,H3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 51 Version 1.xlsx
Mo,16.12.,05:59,09:28,8,10.08,A-606,250G Goldschatz,H2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H2H3/WP_H2+H3_KW 51 Version 1.xlsx
Di,02.04.,12:07,18:51,12,22.046204,A-220,100G Waffel,H4,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/H4/WP_H2+H3_KW 14 Version 1.xlsx
Mo,29.07.,22:00,04:01,25.2,25.209184,A-222,100G Haselnuss,M3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Mo,29.07.,06:00,13:15,21.2,20.731763,A-292,100G Weiss + Crisp,M2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Mo,29.07.,04:16,10:59,39.8,28.173768,A-700,NK 100G Voll-Nuss,M3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Mo,29.07.,13:45,21:17,24.7,19.937862,A-701,NK 100G Weisse Voll-Nuss,M2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Mo,29.07.,11:19,17:18,31.7,25.043018,A-702,NK 100G Dunkle Voll-Nuss,M3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Di,30.07.,22:00,02:59,20.3,20.86585445454546,A-212,100G Mandel Orange(*),M3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Di,30.07.,06:17,14:17,24.6,19.795272,A-704,NK 100G Honig-Salz-Mandel,M2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Di,30.07.,03:59,09:21,22.5,22.518496,A-207,100G Kakaokeks + Haselnuss,M3,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Di,30.07.,15:02,22:00,104.4,19.91740429027841,A-206,100g Vollmilch Smarties(*),M2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Do,01.08.,12:18,18:28,16.3,17.656685,A-22,100G Trauben-Nuss,M2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Do,01.08.,18:48,22:00,14,9.167951412244898,A-12,100G Rum-Trauben-Nuss(*),M2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Fr,02.08.,06:53,10:52,11.2,11.394202,A-12,100G Rum-Trauben-Nuss,M2,2024,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2024/M2M3/WP_M2_M3_KW 30_Version 2.xlsx
Mo,13.01.,22:00,04:17,12,18.2,A-606,250G Goldschatz,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 03 Version 1.xlsx
Mo,13.01.,22:00,04:11,24,26.042604,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 03 Version 1.xlsx
Mo,20.01.,22:00,08:24,34,38.066,A-285,100g Weisse Zitronenmousse,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 04 Version 1.xlsx
Mo,20.01.,22:00,15:37,72,74.221421,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 04 Version 1.xlsx
Mo,20.01.,10:24,17:10,20,22.178218,A-220,100G Waffel,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 04 Version 1.xlsx
Mo,17.02.,22:00,06:45,28,32.004,A-285,100g Weisse Zitronenmousse,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,17.02.,22:00,07:06,30,38.391839,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,17.02.,08:45,11:53,8,10.263026,A-220,100G Waffel / RD-9422 MHD verlängert,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,24.02.,22:00,16:00,50,52.052,A-606,250G Goldschatz,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 09 Version 1.xlsx
Mo,10.03.,22:00,20:19,40,43.803,A-630,218g Crunchy Duo,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 11 Version 1.xlsx
Mo,17.03.,22:00,09:01,36,40.318,A-285,100g Weisse Zitronenmousse,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 12 Version 1.xlsx
Mo,17.03.,22:00,03:44,20,24.152415,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 12 Version 1.xlsx
Mo,17.03.,05:14,12:49,20,26.325264,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 12 Version 1.xlsx
Mo,24.03.,00:00:00,09:45:00,24,28.196,A-606,250G Goldschatz,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,24.03.,06:00,16:08,30,35.19103699999999,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,07.04.,22:00,08:17,16,20.203594,A-631,218g Fruity Duo,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Mo,07.04.,06:00,21:04,48,52.314461,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Di,08.04.,03:17,08:33:00,?,20,A-18,100G Alpenmilch,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Mo,14.04.,22:00,17:30,56,60.198019,A-214,100G Knusperkeks,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 16 Version 1.xlsx
Di,22.04.,22:00,03:34,10,16.128,A-606,250G Goldschatz,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 17 Version 1.xlsx
Di,22.04.,05:04,13:25,14,16.394628,A-633,218g Sweet N Salty Duo,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 17 Version 1.xlsx
Mo,05.05.,02:00,05:53,8,11.256,A-606,250G Goldschatz,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 19 Version 1.xlsx
Mo,05.05.,07:23,14:37,10,14.21,A-633,218g Sweet N Salty Duo,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 19 Version 1.xlsx
Mo,05.05.,15:32,21:01,?,25.20252,A-27,100G Joghurt,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 19 Version 1.xlsx
Mo,12.05.,22:00,08:24,34,38.08,A-285,100g Weisse Zitronenmousse,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,12.05.,22:00,09:55,46,50.223022,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,19.05.,22:00,10:48,40,44.4,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,19.05.,12:18,17:59,22,26,A-298,100G Kokos,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,19.05.,22:00,05:02,40,24.4,A-26,100G Nugat (KW21+22),H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 21 Version 2.xlsx
Mo,19.05.,06:32,12:12,22,26.01599999999999,A-298,100G Kokos,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 21 Version 2.xlsx
Mo,26.05.,22:00,03:14,18,22.066206,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 22 Version 1.xlsx
Mo,26.05.,12:28,17:55,20,25.008,A-27,100G Joghurt,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 22 Version 1.xlsx
Di,10.06.,22:00,08:59,30,38.119622,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Di,10.06.,02:14,13:23,30,34.415441,A-214,100G Knusperkeks,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Di,10.06.,10:29,15:30,19,21.170117,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Di,10.06.,14:53,20:31,14,18.453845,A-220,100G Waffel,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Di,10.06.,17:00,21:50,18,22.176,A-27,100G Joghurt,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 24 Version 1.xlsx
Mo,23.06.,12:00,16:56,14,16.185618,A-220,100G Waffel,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 26 Version 1.xlsx
Mo,23.06.,14:00,19:17,20,22.290229,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 26 Version 1.xlsx
Mo,30.06.,22:00,03:36,16,20.032,A-938,KK 100G Ghana 81%,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 27 Version 1.xlsx
Mo,30.06.,04:36,12:26,20,28,A-933,KK 100G Peru 74%,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 27 Version 1.xlsx
Mo,30.06.,13:26,16:49,10,12.08,A-932,KK 100G Nicaragua 61%,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 27 Version 1.xlsx
Mo,30.06.,18:49,22:11:00,8,10.3,A-601,250G Nugat,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 27 Version 1.xlsx
Mo,28.07.,22:00,07:13,28,32.0064,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 31 Version 1.xlsx
Mo,28.07.,08:43,14:03,23,24.537811,A-298,100G Kokos,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 31 Version 1.xlsx
Mo,28.07.,15:33,19:05,10,16.227245,A-20,100G Halbbitter,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 31 Version 1.xlsx
Mo,04.08.,22:00,07:05,34,38.251825,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 32 Version 2.xlsx
Mo,04.08.,00:00,09:06,24,28.112,A-2900,100G Weisse Spekulatius_G,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 32 Version 2.xlsx
Mo,04.08.,08:35,19:02,30,36.247248,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 32 Version 2.xlsx
Mo,04.08.,10:36,20:26,30,36,A-18,100G Alpenmilch,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 32 Version 2.xlsx
Mo,18.08.,08:09:00,21:05,38,44.1,A-26,100G Nugat,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 34 Version 1.xlsx
Mo,01.09.,05:42,13:32,30,36,A-27,100G Joghurt,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,01.09.,15:02,21:08,26,28.021603,A-20,100G Halbbitter,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,08.09.,22:00,19:28,38,42.142,A-633,218g Sweet N Salty Duo,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Mo,08.09.,22:00,19:28,38,42.142,A-633,218g Sweet N Salty Duo,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Di,09.09.,11:11,17:53,26,28.254825,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Mi,10.09.,09:35,15:18,24,26.23449,A-298,100G Kokos,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Mo,15.09.,22:00,09:42,32,36.12,A-2900,100G Weisse Spekulatius_G,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 38 Version 1.xlsx
Mo,15.09.,22:00,08:01,40,42.242224,A-294,100G Kakao-Mousse,H3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 38 Version 1.xlsx
Mo,15.09.,11:12,22:00,30,40,A-18,100G Alpenmilch,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 38 Version 1.xlsx
Mo,22.09.,22:00,02:18,10,12.432,A-603,250G Alpenmilch,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Mo,22.09.,03:48,16:53,26,25.698,A-633,218g Sweet N Salty Duo,H2,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Mi,30.04.,07:07,13:37,34.7,25.782,A-284,100g Brezel,M3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/M2M3/WP_M2_M3_KW 16 Version 1.xlsx
Di,06.05.,03:24,08:51,30,21.6,A-221,100G Salted Caramel,M3,2025,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2025/M2M3/WP_M2_M3_KW 16 Version 1.xlsx
